kode_pum,kode_bps,nama
18.06.28,1802113,Kelumbayan Barat
18.01.04,1803060,Natar
18.01.13,1803070,Jati Agung
18.01.05,1803080,Tanjung Bintang
18.01.22,1803081,Tanjung Sari
18.01.08,1803090,Katibung
18.01.18,1803091,Merbau Mataram
18.01.23,1803092,Way Sulan
18.01.07,1803100,Sidomulyo
18.01.17,1803101,Candipuro
18.01.24,1803102,Way Panji
18.01.06,1803110,Kalianda
18.01.16,1803111,Raja Basa
18.01.10,1803120,Palas
18.01.15,1803121,Sragi
18.01.09,1803130,Penengahan
18.01.14,1803131,Ketapang
18.01.21,1803132,Bakauheni
18.07.10,1804010,Metro Kibang
18.07.06,1804020,Batanghari
18.07.05,1804030,Sekampung
18.07.11,1804040,Marga Tiga
18.07.12,1804050,Sekampung Udik
18.07.03,1804060,Jabung
18.07.19,1804061,Pasir Sakti
18.07.20,1804062,Waway Karya
18.07.24,1804063,Marga Sekampung
18.07.02,1804070,Labuhan Maringgai
18.07.16,1804071,Mataram Baru
18.07.15,1804072,Bandar Sribhawono
18.07.17,1804073,Melinting
18.07.18,1804074,Gunung Pelindung
18.07.07,1804080,Way Jepara
18.07.22,1804081,Braja Selebah
18.07.21,1804082,Labuhan Ratu
18.07.01,1804090,Sukadana
18.07.14,1804091,Bumi Agung
18.07.13,1804092,Batanghari Nuban
18.07.04,1804100,Pekalongan
18.07.09,1804110,Raman Utara
18.07.08,1804120,Purbolinggo
18.07.23,1804121,Way Bungur
18.02.03,1805010,Padang Ratu
18.02.20,1805011,Selagai Lingga
18.02.19,1805012,Pubian
18.02.21,1805013,Anak Tuha
18.02.27,1805014,Anak Ratu Aji
18.02.01,1805020,Kalirejo
18.02.22,1805021,Sendang Agung
18.02.02,1805030,Bangun Rejo
18.02.04,1805040,Gunung Sugih
18.02.15,1805041,Bekri
18.02.14,1805042,Bumi Ratu Nuban
18.02.05,1805050,Trimurjo
18.02.06,1805060,Punggur
18.02.23,1805061,Kota Gajah
18.02.08,1805070,Seputih Raman
18.02.07,1805080,Terbanggi Besar
18.02.16,1805081,Seputih Agung
18.02.17,1805082,Way Pengubuan
18.02.13,1805090,Terusan Nunyai
18.02.11,1805100,Seputih Mataram
18.02.18,1805101,Bandar Mataram
18.02.10,1805110,Seputih Banyak
18.02.25,1805111,Way Seputih
18.02.09,1805120,Rumbia
18.02.24,1805121,Bumi Nabung
18.02.28,1805122,Putra Rumbia
18.02.12,1805130,Seputih Surabaya
18.02.26,1805131,Bandar Surabaya
18.03.01,1806010,Bukit Kemuning
18.03.12,1806011,Abung Tinggi
18.03.04,1806020,Tanjung Raja
18.03.06,1806030,Abung Barat
18.03.11,1806031,Abung Tengah
18.03.22,1806032,Abung Kunang
18.03.19,1806033,Abung Pekurun
18.03.02,1806040,Kotabumi
18.03.09,1806041,Kotabumi Utara
18.03.10,1806042,Kotabumi Selatan
18.03.07,1806050,Abung Selatan
18.03.13,1806051,Abung Semuli
18.03.23,1806052,Blambangan Pagar
18.03.05,1806060,Abung Timur
18.03.14,1806061,Abung Surakarta
18.03.03,1806070,Sungkai Selatan
18.03.15,1806071,Muara Sungkai
18.03.16,1806072,Bunga Mayang
18.03.21,1806073,Sungkai Barat
18.03.20,1806074,Sungkai Jaya
18.03.08,1806080,Sungkai Utara
18.03.17,1806081,Hulu Sungkai
18.03.18,1806082,Sungkai Tengah
18.08.03,1807010,Banjit
18.08.04,1807020,Baradatu
18.08.10,1807021,Gunung Labuhan
18.08.02,1807030,Kasui
18.08.09,1807031,Rebang Tangkas
18.08.01,1807040,Blambangan Umpu
18.08.08,1807041,Way Tuba
18.08.07,1807042,Negeri Agung
18.08.15,1807043,Umpu Semenguk
18.08.05,1807050,Bahuga
18.08.13,1807051,Buay Bahuga
18.08.14,1807052,Bumi Agung
18.08.06,1807060,Pakuan Ratu
18.08.11,1807061,Negara Batin
18.08.12,1807062,Negeri Besar
18.05.08,1808030,Banjar Agung
18.05.20,1808031,Banjar Margo
18.05.29,1808032,Banjar Baru
18.05.06,1808040,Gedung Aji
18.05.23,1808041,Penawar Aji
18.05.26,1808042,Meraksa Aji
18.05.02,1808050,Menggala
18.05.13,1808051,Penawar Tama
18.05.12,1808052,Rawa Jitu Selatan
18.05.11,1808053,Gedung Meneng
18.05.18,1808054,Rawa Jitu Timur
18.05.22,1808055,Rawa Pitu
18.05.27,1808056,Gedung Aji Baru
18.05.25,1808057,Dente Teladas
18.05.30,1808058,Menggala Timur
18.09.06,1809010,Punduh Pidada
18.09.08,1809011,Marga Punduh
18.09.05,1809020,Padang Cermin
18.09.10,1809021,Teluk Pandan
18.09.11,1809022,Way Ratai
18.09.07,1809030,Kedondong
18.09.09,1809031,Way Khilau
18.09.04,1809040,Way Lima
18.09.01,1809050,Gedong Tataan
18.09.02,1809060,Negeri Katon
18.09.03,1809070,Tegineneng
18.10.04,1810010,Pardasuka
18.10.03,1810020,Ambarawa
18.10.05,1810030,Pagelaran
18.10.09,1810031,Pagelaran Utara
18.10.01,1810040,Pringsewu
18.10.02,1810050,Gading Rejo
18.10.08,1810060,Sukoharjo
18.10.06,1810070,Banyumas
18.10.07,1810080,Adiluwih
18.11.04,1811010,Way Serdang
18.11.05,1811020,Simpang Pematang
18.11.06,1811030,Panca Jaya
18.11.07,1811040,Tanjung Raya
18.11.01,1811050,Mesuji
18.11.02,1811060,Mesuji Timur
18.11.03,1811070,Rawa Jitu Utara
18.12.03,1812010,Tulang Bawang Udik
18.12.02,1812020,Tumijajar
18.12.01,1812030,Tulang Bawang Tengah
18.12.08,1812040,Pagar Dewa
18.12.07,1812050,Lambu Kibang
18.12.04,1812060,Gunung Terang
18.12.09,1812061,Batu Putih
18.12.05,1812070,Gunung Agung
18.12.06,1812080,Way Kenanga
18.13.03,1813010,Lemong
18.13.04,1813020,Pesisir Utara
18.13.06,1813030,Pulau Pisang
18.13.05,1813040,Karya Penggawa
18.13.07,1813050,Way Krui
18.13.01,1813060,Pesisir Tengah
18.13.08,1813070,Krui Selatan
18.13.02,1813080,Pesisir Selatan
18.13.09,1813090,Ngambur
18.13.10,1813100,Ngaras
18.13.11,1813110,Bangkunat
18.71.08,1871010,Telukbetung Barat
18.71.19,1871011,Telukbetung Timur
18.71.07,1871020,Telukbetung Selatan
18.71.20,1871021,Bumi Waras
18.71.04,1871030,Panjang
18.71.05,1871040,Tanjungkarang Timur
18.71.18,1871041,Kedamaian
18.71.09,1871050,Telukbetung Utara
18.71.06,1871060,Tanjungkarang Pusat
18.71.17,1871061,Enggal
18.71.03,1871070,Tanjungkarang Barat
18.71.13,1871071,Kemiling
18.71.16,1871072,Langkapura
18.71.01,1871080,Kedaton
18.71.10,1871081,Rajabasa
18.71.11,1871082,Tanjung Senang
18.71.14,1871083,Labuhan Ratu
18.71.02,1871090,Sukarame
18.71.12,1871091,Sukabumi
18.71.15,1871092,Way Halim
18.72.05,1872011,Metro Selatan
18.72.03,1872012,Metro Barat
18.72.04,1872021,Metro Timur
18.72.01,1872022,Metro Pusat
18.72.02,1872023,Metro Utara
19.01.04,1901070,Mendo Barat
19.01.03,1901080,Merawang
19.01.08,1901081,Puding Besar
19.01.01,1901090,Sungailiat
19.01.05,1901091,Pemali
19.01.06,1901092,Bakam
19.01.02,1901130,Belinyu
19.01.07,1901131,Riau Silip
19.02.02,1902010,Membalong
19.02.01,1902060,Tanjungpandan
19.02.05,1902061,Badau
19.02.04,1902062,Sijuk
19.02.03,1902063,Selat Nasik
19.05.04,1903010,Kelapa
19.05.05,1903020,Tempilang
19.05.01,1903030,Mentok
19.05.02,1903040,Simpang Teritip
19.05.03,1903050,Jebus
19.05.06,1903051,Parittiga
19.04.01,1904010,Koba
19.04.06,1904011,Lubuk Besar
19.04.02,1904020,Pangkalan Baru
19.04.05,1904021,Namang
19.04.03,1904030,Sungai Selan
19.04.04,1904040,Simpang Katis
19.03.05,1905010,Payung
19.03.07,1905011,Pulau Besar
19.03.04,1905020,Simpang Rimba
19.03.01,1905030,Toboali
19.03.06,1905031,Tukak Sadai
19.03.03,1905040,Airgegas
19.03.02,1905050,Lepar
19.03.08,1905051,Kepulauan Pongok
19.06.03,1906010,Dendang
19.06.07,1906011,Simpang Pesak
19.06.02,1906020,Gantung
19.06.06,1906021,Simpang Renggiang
19.06.01,1906030,Manggar
19.06.05,1906031,Damar
19.06.04,1906040,Kelapa Kampit
19.71.04,1971010,Rangkui
19.71.01,1971020,Bukit Intan
19.71.07,1971021,Girimaya
19.71.03,1971030,Pangkal Balam
19.71.06,1971031,Gabek
19.71.02,1971040,Taman Sari
19.71.05,1971041,Gerunggang
21.02.01,2101010,Moro
21.02.09,2101011,Durai
21.02.14,2101012,Sugie Besar
21.02.02,2101020,Kundur
21.02.07,2101021,Kundur Utara
21.02.08,2101022,Kundur Barat
21.02.11,2101023,Ungar
21.02.12,2101024,Belat
21.02.03,2101030,Karimun
21.02.06,2101031,Buru
21.02.04,2101032,Meral
21.02.05,2101033,Tebing
21.02.10,2101034,Meral Barat
21.02.13,2101035,Selat Gelam
21.01.08,2102040,Teluk Bintan
21.01.07,2102050,Bintan Utara
21.01.10,2102051,Teluk Sebong
21.01.15,2102052,Seri Kuala Lobam
21.01.06,2102060,Bintan Timur
21.01.04,2102061,Gunung Kijang
21.01.13,2102062,Mantang
21.01.14,2102063,Bintan Pesisir
21.01.12,2102064,Toapaya
21.01.09,2102070,Tambelan
21.03.04,2103030,Midai
21.03.22,2103031,Suak Midai
21.03.05,2103040,Bunguran Barat
21.03.08,2103041,Bunguran Utara
21.03.10,2103042,Pulau Laut
21.03.11,2103043,Pulau Tiga
21.03.20,2103044,Bunguran Batubi
21.03.21,2103045,Pulau Tiga Barat
21.03.24,2103046,Pulau Seluan
21.03.07,2103050,Bunguran Timur
21.03.15,2103051,Bunguran Timur Laut
21.03.16,2103052,Bunguran Tengah
21.03.18,2103053,Bunguran Selatan
21.03.06,2103060,Serasan
21.03.09,2103061,Subi
21.03.19,2103062,Serasan Timur
21.03.23,2103063,Pulau Panjang
21.04.04,2104010,Singkep Barat
21.04.10,2104011,Kepulauan Posek
21.04.01,2104020,Singkep
21.04.09,2104021,Singkep Selatan
21.04.06,2104022,Singkep Pesisir
21.04.02,2104030,Lingga
21.04.08,2104031,Selayar
21.04.07,2104032,Lingga Timur
21.04.05,2104040,Lingga Utara
21.04.03,2104050,Senayang
21.04.13,2104051,Bakung Serumpun
21.04.12,2104052,Temiang Pesisir
21.04.11,2104053,Katang Bidare
21.05.06,2105010,Jemaja
21.05.09,2105011,Jemaja Barat
21.05.05,2105020,Jemaja Timur
21.05.04,2105030,Siantan Selatan
21.05.01,2105040,Siantan
21.05.03,2105050,Siantan Timur
21.05.07,2105060,Siantan Tengah
21.05.02,2105070,Palmatak
21.05.08,2105071,Siantan Utara
21.05.10,2105072,Kute Siantan
21.71.01,2171010,Belakang Padang
21.71.05,2171020,Bulang
21.71.08,2171030,Galang
21.71.07,2171040,Sei Beduk
21.71.11,2171041,Sagulung
21.71.04,2171050,Nongsa
21.71.10,2171051,Batam Kota
21.71.03,2171060,Sekupang
21.71.12,2171061,Batu Aji
21.71.06,2171070,Lubuk Baja
21.71.02,2171080,Batu Ampar
21.71.09,2171081,Bengkong
21.72.04,2172010,Bukit Bestari
21.72.02,2172020,Tanjung Pinang Timur
21.72.03,2172030,Tanjung Pinang Kota
21.72.01,2172040,Tanjung Pinang Barat
31.01.02,3101010,Kepulauan Seribu Selatan.
31.01.01,3101020,Kepulauan Seribu Utara
31.74.09,3171010,Jagakarsa
31.74.04,3171020,Pasar Minggu
31.74.06,3171030,Cilandak
31.74.10,3171040,Pesanggrahan
31.74.05,3171050,Kebayoran Lama
31.74.07,3171060,Kebayoran Baru
31.74.03,3171070,Mampang Prapatan
31.74.08,3171080,Pancoran
31.74.01,3171090,Tebet
31.74.02,3171100,Setiabudi
31.75.05,3172010,Pasar Rebo
31.75.09,3172020,Ciracas
31.75.10,3172030,Cipayung
31.75.08,3172040,Makasar
31.75.04,3172050,Kramatjati
31.75.03,3172060,Jatinegara
31.75.07,3172070,Duren Sawit
31.75.06,3172080,Cakung
31.75.02,3172090,Pulogadung
31.75.01,3172100,Matraman
31.71.07,3173010,Tanah Abang
31.71.06,3173020,Menteng
31.71.04,3173030,Senen
31.71.08,3173040,Johar Baru
31.71.05,3173050,Cempaka Putih
31.71.03,3173060,Kemayoran
31.71.02,3173070,Sawah Besar
31.71.01,3173080,Gambir
31.73.08,3174010,Kembangan
31.73.05,3174020,Kebon Jeruk
31.73.07,3174030,Pal Merah
31.73.02,3174040,Grogol Petamburan
31.73.04,3174050,Tambora
31.73.03,3174060,Taman Sari
31.73.01,3174070,Cengkareng
31.73.06,3174080,Kalideres
31.72.01,3175010,Penjaringan
31.72.05,3175020,Pademangan
31.72.02,3175030,Tanjung Priok
31.72.03,3175040,Koja
31.72.06,3175050,Kelapa Gading
31.72.04,3175060,Cilincing
32.01.21,3201010,Nanggung
32.01.14,3201020,Leuwiliang
32.01.39,3201021,Leuwisadeng
32.01.17,3201030,Pamijahan
32.01.16,3201040,Cibungbulang
32.01.15,3201050,Ciampea
32.01.40,3201051,Tenjolaya
32.01.30,3201060,Dramaga
32.01.29,3201070,Ciomas
32.01.31,3201071,Tamansari
32.01.28,3201080,Cijeruk
32.01.38,3201081,Cigombong
32.01.27,3201090,Caringin
32.01.24,3201100,Ciawi
32.01.25,3201110,Cisarua
32.01.26,3201120,Megamendung
32.01.04,3201130,Sukaraja
32.01.05,3201140,Babakan Madang
32.01.09,3201150,Sukamakmur
32.01.08,3201160,Cariu
32.01.36,3201161,Tanjungsari
32.01.06,3201170,Jonggol
32.01.07,3201180,Cileungsi
32.01.32,3201181,Klapanunggal
32.01.02,3201190,Gunungputri
32.01.03,3201200,Citeureup
32.01.01,3201210,Cibinong
32.01.13,3201220,Bojonggede
32.01.37,3201221,Tajurhalang
32.01.12,3201230,Kemang
32.01.34,3201231,Rancabungur
32.01.10,3201240,Parung
32.01.33,3201241,Ciseeng
32.01.11,3201250,Gunungsindur
32.01.18,3201260,Rumpin
32.01.22,3201270,Cigudeg
32.01.35,3201271,Sukajaya
32.01.19,3201280,Jasinga
32.01.23,3201290,Tenjo
32.01.20,3201300,Parungpanjang
32.02.22,3202010,Ciemas
32.02.26,3202020,Ciracap
32.02.20,3202021,Waluran
32.02.24,3202030,Surade
32.02.25,3202031,Cibitung
32.02.21,3202040,Jampangkulon
32.02.46,3202041,Cimanggu
32.02.23,3202050,Kalibunder
32.02.45,3202060,Tegalbuleud
32.02.43,3202070,Cidolog
32.02.41,3202080,Sagaranten
32.02.44,3202081,Cidadap
32.02.42,3202082,Curugkembar
32.02.37,3202090,Pabuaran
32.02.07,3202100,Lengkong
32.02.01,3202110,Palabuhanratu
32.02.02,3202111,Simpenan
32.02.09,3202120,Warungkiara
32.02.04,3202121,Bantargadung
32.02.08,3202130,Jampangtengah
32.02.38,3202131,Purabaya
32.02.10,3202140,Cikembar
32.02.39,3202150,Nyalindung
32.02.40,3202160,Gegerbitung
32.02.33,3202170,Sukaraja
32.02.34,3202171,Kebonpedes
32.02.35,3202172,Cireunghas
32.02.36,3202173,Sukalarang
32.02.32,3202180,Sukabumi
32.02.30,3202190,Kadudampit
32.02.29,3202200,Cisaat
32.02.27,3202201,Gunungguruh
32.02.11,3202210,Cibadak
32.02.28,3202211,Cicantayan
32.02.31,3202212,Caringin
32.02.12,3202220,Nagrak
32.02.47,3202221,Ciambar
32.02.16,3202230,Cicurug
32.02.17,3202240,Cidahu
32.02.15,3202250,Parakansalak
32.02.13,3202260,Parungkuda
32.02.14,3202261,Bojonggenteng
32.02.18,3202270,Kalapanunggal
32.02.06,3202280,Cikidang
32.02.05,3202290,Cisolok
32.02.03,3202291,Cikakak
32.02.19,3202300,Kabandungan
32.03.22,3203010,Agrabinta
32.03.30,3203011,Leles
32.03.21,3203020,Sindangbarang
32.03.23,3203030,Cidaun
32.03.24,3203040,Naringgul
32.03.20,3203050,Cubinong
32.03.26,3203051,Cikadu
32.03.19,3203060,Tanggeung
32.03.32,3203061,Pasirkuda
32.03.17,3203070,Kadupandak
32.03.29,3203071,Cijati
32.03.16,3203080,Takokak
32.03.14,3203090,Sukanagara
32.03.18,3203100,Pagelarang
32.03.15,3203110,Campaka
32.03.25,3203111,Campakamulya
32.03.03,3203120,Cibeber
32.03.02,3203130,Warungkondang
32.03.27,3203131,Gekbrong
32.03.04,3203140,Cilaku
32.03.09,3203150,Sukaluyu
32.03.06,3203160,Bonjogpicung
32.03.31,3203161,Haurwangi
32.03.05,3203170,Ciranjang
32.03.08,3203180,Mande
32.03.07,3203190,Karangtengah
32.03.01,3203200,Cianjur
32.03.11,3203210,Cugenang
32.03.10,3203220,Pacet
32.03.28,3203221,Cipanas
32.03.13,3203230,Sukaresmi
32.03.12,3203240,Cikalongkulon
32.04.39,3204010,Ciwidey
32.04.40,3204011,Rancabali
32.04.38,3204020,Pasirjambu
32.04.17,3204030,Cimaung
32.04.15,3204040,Pangalengan
32.04.31,3204050,Kertasari
32.04.30,3204060,Pacet
32.04.36,3204070,Ibun
32.04.35,3204080,Paseh
32.04.27,3204090,Cikancung
32.04.25,3204100,Cicalengka
32.04.26,3204101,Nagreg
32.04.28,3204110,Rancaekek
32.04.33,3204120,Majalaya
32.04.34,3204121,Solokanjeruk
32.04.29,3204130,Ciparay
32.04.32,3204140,Baleendah
32.04.16,3204150,Arjasari
32.04.13,3204160,Banjaran
32.04.44,3204161,Cangkuang
32.04.14,3204170,Pameungpeuk
32.04.11,3204180,Katapang
32.04.37,3204190,Soreang
32.04.46,3204191,Kutawaringin
32.04.10,3204250,Margaasih
32.04.09,3204260,Margahayu
32.04.12,3204270,Dayeuhkolot
32.04.08,3204280,Bojongsoang
32.04.05,3204290,Cileunyi
32.04.07,3204300,Cilengkrang
32.04.06,3204310,Cimenyan
32.05.35,3205010,Cisewu
32.05.36,3205011,Caringin
32.05.37,3205020,Talegong
32.05.31,3205030,Bungbulang
32.05.32,3205031,Mekarmukti
32.05.34,3205040,Pamulihan
32.05.33,3205050,Pakenjeng
32.05.30,3205060,Cikelet
32.05.27,3205070,Pameungpeuk
32.05.29,3205080,Cibalong
32.05.28,3205090,Cisompet
32.05.26,3205100,Peundeuy
32.05.24,3205110,Singajaya
32.05.25,3205111,Cihurip
32.05.22,3205120,Cikajang
32.05.23,3205130,Banjarwangi
32.05.19,3205140,Cilawu
32.05.17,3205150,Bayongbong
32.05.18,3205151,Cigedug
32.05.20,3205160,Cisurupan
32.05.21,3205161,Sukaresmi
32.05.07,3205170,Samarang
32.05.08,3205171,Pasirwangi
32.05.05,3205181,Tarogong Kidul
32.05.04,3205182,Tarogong Kaler
32.05.01,3205190,Garut Kota
32.05.02,3205200,Karangpawitan
32.05.03,3205210,Wanaraja
32.05.42,3205211,Sucinaraja
32.05.41,3205212,Pangatikan
32.05.15,3205220,Sukawening
32.05.16,3205221,Karangtengah
32.05.06,3205230,Banyuresmi
32.05.09,3205240,Leles
32.05.11,3205250,Leuwigoong
32.05.12,3205260,Cibatu
32.05.13,3205261,Kersamanah
32.05.40,3205270,Cibiuk
32.05.10,3205280,Kadungora
32.05.38,3205290,Bl. Limbangan
32.05.39,3205300,Selaawi
32.05.14,3205310,Malangbong
32.06.01,3206010,Cipatujah
32.06.02,3206020,Karangnunggal
32.06.03,3206030,Cikalong
32.06.04,3206040,Pancatengah
32.06.05,3206050,Cikatomas
32.06.06,3206060,Cibalong
32.06.07,3206061,Parungponteng
32.06.08,3206070,Bantarkalong
32.06.09,3206071,Bojongasih
32.06.10,3206072,Culamega
32.06.11,3206080,Bojonggambir
32.06.12,3206090,Sodonghilir
32.06.13,3206100,Taraju
32.06.14,3206110,Salawu
32.06.15,3206111,Puspahiang
32.06.16,3206120,Tanjungjaya
32.06.17,3206130,Sukaraja
32.06.18,3206140,Salopa
32.06.19,3206141,Jatiwaras
32.06.20,3206150,Cineam
32.06.21,3206151,Karang Jaya
32.06.22,3206160,Manonjaya
32.06.23,3206161,Gunung Tanjung
32.06.24,3206190,Singaparna
32.06.26,3206191,Sukarame
32.06.25,3206192,Mangunreja
32.06.27,3206200,Cigalontang
32.06.28,3206210,Leuwisari
32.06.30,3206211,Sariwangi
32.06.29,3206212,Padakembang
32.06.31,3206221,Sukaratu
32.06.32,3206230,Cisayong
32.06.33,3206231,Sukahening
32.06.34,3206240,Rajapolah
32.06.35,3206250,Jamanis
32.06.36,3206260,Ciawi
32.06.37,3206261,Kadipaten
32.06.38,3206270,Pagerageung
32.06.39,3206271,Sukaresik
32.07.18,3207100,Banjarsari
32.07.37,3207101,Banjaranyar
32.07.17,3207110,Lakbok
32.07.35,3207111,Purwadadi
32.07.19,3207120,Pamarican
32.07.05,3207130,Cidolog
32.07.29,3207140,Cimaragas
32.07.03,3207150,Cijeungjing
32.07.30,3207160,Cisaga
32.07.16,3207170,Tambaksari
32.07.15,3207180,Rancah
32.07.13,3207190,Rajadesa
32.07.14,3207200,Sukadana
32.07.01,3207210,Ciamis
32.07.32,3207211,Baregbeg
32.07.02,3207220,Cikoneng
32.07.31,3207221,Sindangkasih
32.07.06,3207230,Cihaurbeuti
32.07.04,3207240,Sadananya
32.07.11,3207250,Cipaku
32.07.12,3207260,Jatinagara
32.07.10,3207270,Panawangan
32.07.09,3207280,Kawali
32.07.34,3207281,Lumbung
32.07.08,3207290,Panjalu
32.07.33,3207291,Sukamantri
32.07.07,3207300,Panumbangan
32.08.17,3208010,Darma
32.08.01,3208020,Kadugede
32.08.20,3208021,Nusaherang
32.08.02,3208030,Ciniru
32.08.26,3208031,Hantara
32.08.15,3208040,Selajambe
32.08.03,3208050,Subang
32.08.25,3208051,Cilebak
32.08.04,3208060,Ciwaru
32.08.29,3208061,Karangkancana
32.08.05,3208070,Cibingbin
32.08.28,3208071,Cibeureum
32.08.06,3208080,Luragung
32.08.24,3208081,Cimahi
32.08.11,3208090,Cidahu
32.08.27,3208091,Kalimanggis
32.08.10,3208100,Ciawigebang
32.08.21,3208101,Cipicung
32.08.07,3208110,Lebakwangi
32.08.30,3208111,Maleber
32.08.08,3208120,Garawangi
32.08.31,3208121,Sindangagung
32.08.09,3208130,Kuningan
32.08.18,3208140,Cigugur
32.08.16,3208150,Kramatmulya
32.08.12,3208160,Jalaksana
32.08.23,3208161,Japara
32.08.13,3208170,Cilimus
32.08.32,3208171,Cigandamekar
32.08.14,3208180,Mandirancan
32.08.22,3208181,Pancalang
32.08.19,3208190,Pasawahan
32.09.01,3209010,Waled
32.09.32,3209011,Pasaleman
32.09.02,3209020,Ciledug
32.09.33,3209021,Pabuaran
32.09.03,3209030,Losari
32.09.04,3209031,Pabedilan
32.09.05,3209040,Babakan
32.09.30,3209041,Gebang
32.09.06,3209050,Karangsembung
32.09.34,3209051,Karangwareng
32.09.07,3209060,Lemahabang
32.09.08,3209061,Susukan Lebak
32.09.09,3209070,Sedong
32.09.10,3209080,Astanajapura
32.09.11,3209081,Pangenan
32.09.12,3209090,Mundu
32.09.13,3209100,Beber
32.09.38,3209101,Greged
32.09.14,3209111,Talun
32.09.15,3209120,Sumber
32.09.16,3209121,Dukupuntang
32.09.17,3209130,Palimanan
32.09.18,3209140,Plumbon
32.09.31,3209141,Depok
32.09.19,3209150,Weru
32.09.36,3209151,Plered
32.09.35,3209161,Tengah Tani
32.09.20,3209162,Kedawung
32.09.21,3209171,Gunung Jati
32.09.22,3209180,Kepetakan
32.09.39,3209181,Suranenggala
32.09.23,3209190,Klangenan
32.09.40,3209191,Jamblang
32.09.24,3209200,Arjawinangun
32.09.25,3209201,Panguragan
32.09.26,3209210,Ciwaringin
32.09.37,3209211,Gempol
32.09.27,3209220,Susukan
32.09.28,3209230,Gegesik
32.09.29,3209231,Kaliwedi
32.10.01,3210010,Lemahsugih
32.10.02,3210020,Bantarujeg
32.10.26,3210021,Malausma
32.10.03,3210030,Cikijing
32.10.23,3210031,Cingambul
32.10.04,3210040,Talaga
32.10.22,3210041,Banjaran
32.10.05,3210050,Argapura
32.10.06,3210060,Maja
32.10.07,3210070,Majalengka
32.10.20,3210080,Cigasong
32.10.08,3210090,Sukahaji
32.10.25,3210091,Sindang
32.10.09,3210100,Rajagaluh
32.10.21,3210110,Sindangwangi
32.10.10,3210120,Leuwimunding
32.10.19,3210130,Palasah
32.10.11,3210140,Jatiwangi
32.10.12,3210150,Dawuan
32.10.24,3210151,Kasokandel
32.10.18,3210160,Panyingkiran
32.10.13,3210170,Kadipaten
32.10.14,3210180,Kertajati
32.10.15,3210190,Jatitujuh
32.10.16,3210200,Ligung
32.10.17,3210210,Sumberjaya
32.11.15,3211010,Jatinangor
32.11.14,3211020,Cimanggung
32.11.11,3211030,Tanjungsari
32.11.12,3211031,Sukasari
32.11.13,3211032,Pamulihan
32.11.16,3211040,Rancakalong
32.11.17,3211050,Sumedang Selatan
32.11.18,3211060,Sumedang Utara
32.11.19,3211061,Ganeas
32.11.06,3211070,Situraja
32.11.05,3211071,Cisitu
32.11.03,3211080,Darmaraja
32.11.04,3211090,Cibugel
32.11.01,3211100,Wado
32.11.02,3211101,Jatinunggal
32.11.26,3211111,Jatigede
32.11.24,3211120,Tomo
32.11.25,3211130,Ujungjaya
32.11.07,3211140,Conggeang
32.11.08,3211150,Paseh
32.11.22,3211160,Cimalaka
32.11.23,3211161,Cisarua
32.11.20,3211170,Tanjungkerta
32.11.21,3211171,Tanjungmedar
32.11.10,3211180,Buahdua
32.11.09,3211181,Surian
32.12.01,3212010,Haurgeulis
32.12.25,3212011,Gantar
32.12.02,3212020,Kroya
32.12.03,3212030,Gabuswetan
32.12.04,3212040,Cikedung
32.12.26,3212041,Terisi
32.12.05,3212050,Lelea
32.12.06,3212060,Bangodua
32.12.30,3212061,Tukdana
32.12.07,3212070,Widasari
32.12.08,3212080,Kertasemaya
32.12.27,3212081,Sukagumiwang
32.12.09,3212090,Krangkeng
32.12.10,3212100,Karangampel
32.12.28,3212101,Kedokan Bunder
32.12.11,3212110,Juntinyuat
32.12.12,3212120,Sliyeg
32.12.13,3212130,Jatibarang
32.12.14,3212140,Balongan
32.12.15,3212150,Indramayu
32.12.16,3212160,Sindang
32.12.17,3212161,Cantigi
32.12.29,3212162,Pasekan
32.12.18,3212170,Lohbener
32.12.19,3212171,Arahan
32.12.20,3212180,Losarang
32.12.21,3212190,Kandanghaur
32.12.22,3212200,Bongas
32.12.23,3212210,Anjatan
32.12.24,3212220,Sukra
32.12.31,3212221,Patrol
32.13.01,3213010,Sagalaherang
32.13.23,3213011,Serangpanjang
32.13.12,3213020,Jalancagak
32.13.29,3213021,Ciater
32.13.02,3213030,Cisalak
32.13.26,3213031,Kasomalang
32.13.14,3213040,Tanjungsiang
32.13.19,3213050,Cijambe
32.13.17,3213060,Cibogo
32.13.03,3213070,Subang
32.13.04,3213080,Kalijati
32.13.27,3213081,Dawuan
32.13.20,3213090,Cipeundeuy
32.13.05,3213100,Pabuaran
32.13.16,3213110,Patokbeusi
32.13.06,3213120,Purwadadi
32.13.22,3213130,Cikaum
32.13.07,3213140,Pagaden
32.13.28,3213141,Pagaden Barat
32.13.18,3213150,Cipunagara
32.13.15,3213160,Compreng
32.13.08,3213170,Binong
32.13.25,3213171,Tambakdahan
32.13.09,3213180,Ciasem
32.13.11,3213190,Pamanukan
32.13.24,3213191,Sukasari
32.13.10,3213200,Pusakanagara
32.13.30,3213201,Pusakajaya
32.13.21,3213210,Legonkulon
32.13.13,3213220,Blanakan
32.14.03,3214010,Jatiluhur
32.14.15,3214011,Sukasari
32.14.07,3214020,Maniis
32.14.08,3214030,Tegalwaru
32.14.04,3214040,Plered
32.14.05,3214050,Sukatani
32.14.06,3214060,Darangdan
32.14.11,3214070,Bojong
