kode_pum,kode_bps,nama
18.01.06.2002,1803110017,Tengkujuh
18.01.06.2003,1803110018,Pauh Tanjung Iman
18.01.06.2005,1803110019,Maja
18.01.06.1006,1803110020,Bumi Agung
18.01.06.1007,1803110021,Kalianda
18.01.06.2004,1803110022,Sumur Kumbang
18.01.06.2009,1803110023,Buah Berak
18.01.06.2010,1803110024,Kesugihan
18.01.06.2011,1803110025,Pematang
18.01.06.2012,1803110026,Kecapi
18.01.06.2013,1803110027,Babulang
18.01.06.2014,1803110028,Sukaratu
18.01.06.2015,1803110029,Palembapang
18.01.06.2016,1803110030,Tajimalela
18.01.06.2023,1803110031,Margacatur
18.01.06.2024,1803110032,Sukatani
18.01.06.2017,1803110033,Canggu
18.01.06.2018,1803110034,Kedaton
18.01.06.1008,1803110035,Way Urang
18.01.06.2019,1803110036,Merak Belatung
18.01.06.2022,1803110037,Gunung Terang
18.01.06.2021,1803110038,Munjuk Sampurna
18.01.06.2020,1803110039,Bulok
18.01.06.2025,1803110040,Agom
18.01.06.2026,1803110041,Negeri Pandan
18.01.06.2027,1803110042,Taman Agung
18.01.06.1028,1803110043,Wai Lubuk
18.01.06.2029,1803110044,Hara Banjar Manis
18.01.16.2014,1803111001,Tejang Pulau Sebesi
18.01.16.2007,1803111002,Hargo Pancuran
18.01.16.2008,1803111003,Kerinjing
18.01.16.2006,1803111004,Cugung
18.01.16.2003,1803111005,Batu Balak
18.01.16.2009,1803111006,Kunjir
18.01.16.2015,1803111007,Way Muli
18.01.16.2012,1803111008,Sukaraja
18.01.16.2011,1803111009,Rajabasa
18.01.16.2001,1803111010,Banding
18.01.16.2004,1803111011,Canti
18.01.16.2005,1803111012,Canggung
18.01.16.2002,1803111013,Betung
18.01.16.2013,1803111014,Tanjung Gading
18.01.16.2010,1803111015,Kota Guring
18.01.16.2016,1803111016,Wai Muli Timur
18.01.10.2004,1803120001,Tanjung Sari
18.01.10.2005,1803120002,Bangunan
18.01.10.2001,1803120003,Sukaraja
18.01.10.2003,1803120004,Sukamulya
18.01.10.2002,1803120005,Sukabakti
18.01.10.2008,1803120015,Palas Pasemah
18.01.10.2009,1803120016,Palas Jaya
18.01.10.2011,1803120017,Pulau Tengah
18.01.10.2010,1803120018,Bandan Hurip
18.01.10.2007,1803120019,Palas Aji
18.01.10.2006,1803120020,Rejo Mulyo
18.01.10.2012,1803120021,Bali Agung
18.01.10.2013,1803120022,Bumi Daya
18.01.10.2015,1803120023,Bumi Restu
18.01.10.2014,1803120024,Tanjung Jaya
18.01.10.2018,1803120025,Bumi Asih
18.01.10.2017,1803120026,Mekar Mulya
18.01.10.2016,1803120027,Pematang Baru
18.01.10.2019,1803120028,Kalirejo
18.01.10.2020,1803120029,Bumi Asri
18.01.10.2021,1803120030,Pulau Jaya
18.01.15.2002,1803121001,Baktirasa
18.01.15.2004,1803121002,Sukapura
18.01.15.2003,1803121003,Mandala Sari
18.01.15.2007,1803121004,Sumber Sari
18.01.15.2006,1803121005,Marga Jasa
18.01.15.2009,1803121006,Kedaung
18.01.15.2005,1803121007,Sumber Agung
18.01.15.2001,1803121008,Kuala Sekampung
18.01.15.2008,1803121009,Bandar Agung
18.01.15.2010,1803121010,Margasari
18.01.09.2021,1803130008,Tanjung Heran
18.01.09.2020,1803130009,Pisang
18.01.09.2019,1803130010,Suka Baru
18.01.09.2018,1803130016,Tetaan
18.01.09.2017,1803130017,Sukajaya
18.01.09.2016,1803130018,Penengahan
18.01.09.2015,1803130019,Gayam
18.01.09.2014,1803130020,Gedung Harta
18.01.09.2013,1803130021,Way Kalam
18.01.09.2004,1803130022,Padan
18.01.09.2011,1803130023,Kampung Baru
18.01.09.2012,1803130024,Banjar Masin
18.01.09.2010,1803130031,Klaten
18.01.09.2009,1803130032,Pasuruan
18.01.09.2008,1803130033,Ruang Tengah
18.01.09.2007,1803130034,Kelau
18.01.09.2006,1803130035,Taman Baru
18.01.09.2005,1803130036,Kuripan
18.01.09.2003,1803130037,Rawi
18.01.09.2002,1803130038,Belambangan
18.01.09.2001,1803130039,Kekiling
18.01.09.2026,1803130041,Gandri
18.01.14.2008,1803131001,Sumur
18.01.14.2007,1803131002,Ruguk
18.01.14.2006,1803131003,Tri Dharma Yoga
18.01.14.2005,1803131004,Legundi
18.01.14.2004,1803131005,Ketapang
18.01.14.2001,1803131006,Bangunrejo
18.01.14.2003,1803131007,Karang Sari
18.01.14.2002,1803131008,Sripendowo
18.01.14.2009,1803131009,Sumber Nadi
18.01.14.2013,1803131010,Taman Sari
18.01.14.2014,1803131011,Kemukus
18.01.14.2015,1803131012,Lebung Nala
18.01.14.2010,1803131013,Sidoasih
18.01.14.2011,1803131014,Pematang Pasir
18.01.14.2012,1803131015,Berundung
18.01.14.2016,1803131016,Sidoluhur
18.01.14.2017,1803131017,Wai Sidomukti
18.01.21.2002,1803132001,Toto Harjo
18.01.21.2005,1803132002,Kelawi
18.01.21.2004,1803132003,Bakauheni
18.01.21.2003,1803132004,Hatta
18.01.21.2001,1803132005,Semanak
18.07.10.2005,1804010001,Sumber Agung
18.07.10.2004,1804010002,Purbosembodo
18.07.10.2001,1804010003,Kibang
18.07.10.2002,1804010004,Marga Jaya
18.07.10.2003,1804010005,Margototo
18.07.10.2006,1804010006,Margasari
18.07.10.2007,1804010007,Jaya Asri
18.07.06.2002,1804020001,Buana Sakti
18.07.06.2003,1804020002,Balekencono
18.07.06.2004,1804020003,Rejo Agung
18.07.06.2005,1804020004,Adiwarno
18.07.06.2007,1804020005,Nampirejo
18.07.06.2001,1804020006,Banarjoyo
18.07.06.2006,1804020007,Telogorejo
18.07.06.2008,1804020008,Sumberejo
18.07.06.2009,1804020009,Banjarejo
18.07.06.2012,1804020010,Bumi Harjo
18.07.06.2010,1804020011,Balerejo
18.07.06.2011,1804020012,Batangharjo
18.07.06.2013,1804020013,Bumi Mas
18.07.06.2014,1804020014,Selorejo
18.07.06.2015,1804020015,Sri Basuki
18.07.06.2016,1804020016,Sumber Agung
18.07.06.2017,1804020017,Purwodadi Mekar
18.07.05.2002,1804030001,Sidomukti
18.07.05.2013,1804030002,Karya Mukti
18.07.05.2003,1804030003,Sidomulyo
18.07.05.2010,1804030004,Sidodadi
18.07.05.2004,1804030005,Trimulyo
18.07.05.2005,1804030006,Girikarto
18.07.05.2006,1804030007,Hargomulyo
18.07.05.2007,1804030008,Wonokarto
18.07.05.2008,1804030009,Sukoharjo
18.07.05.2009,1804030010,Giriklopomulyo
18.07.05.2001,1804030011,Sumber Gede
18.07.05.2011,1804030012,Sambikarto
18.07.05.2012,1804030013,Sumber Sari
18.07.05.2014,1804030014,Mekar Mulya
18.07.05.2016,1804030015,Mekar Mukti
18.07.05.2015,1804030016,Jadi Mulyo
18.07.05.2017,1804030017,Mekar Sari
18.07.11.2008,1804040001,Jaya Guna
18.07.11.2006,1804040002,Sukaraja Tiga
18.07.11.2007,1804040003,Gedung Wani
18.07.11.2012,1804040004,Gedungwani Timur
18.07.11.2011,1804040005,Surya Mataram
18.07.11.2010,1804040006,Nabang Baru
18.07.11.2005,1804040007,Negeri Jemanten
18.07.11.2004,1804040008,Negeri Agung
18.07.11.2003,1804040009,Negeri Katon
18.07.11.2009,1804040010,Sukadana Baru
18.07.11.2001,1804040011,Tanjung Harapan
18.07.11.2002,1804040012,Negeri Tua
18.07.11.2013,1804040013,Trisinar
18.07.12.2006,1804050001,Gunung Agung
18.07.12.2009,1804050002,Gunung Pasir Jaya
18.07.12.2010,1804050003,Gunung Sugih Besar
18.07.12.2008,1804050004,Bauh Gunung Sari
18.07.12.2012,1804050005,Brawijaya
18.07.12.2011,1804050006,Sidorejo
18.07.12.2001,1804050007,Pugung Raharjo
18.07.12.2005,1804050008,Bojong
18.07.12.2004,1804050009,Banjar Agung
18.07.12.2003,1804050010,Toba
18.07.12.2002,1804050011,Mengandung Sari
18.07.12.2007,1804050012,Sindang Anom
18.07.12.2014,1804050013,Bumi Mulyo
18.07.12.2013,1804050014,Gunung Mulyo
18.07.12.2015,1804050015,Purwokencono
18.07.03.2016,1804060001,Mekar Jaya
18.07.03.2003,1804060010,Adirejo
18.07.03.2002,1804060011,Asahan
18.07.03.2015,1804060012,Belimbing Sari
18.07.03.2004,1804060013,Gunung Mekar
18.07.03.2014,1804060014,Betengsari
18.07.03.2018,1804060015,Mumbang Jaya
18.07.03.2005,1804060016,Gunung Sugih Kecil
18.07.03.2006,1804060017,Pematang Tahalo
18.07.03.2001,1804060018,Negara Batin
18.07.03.2008,1804060019,Negara Saka
18.07.03.2007,1804060020,Jabung
18.07.03.2020,1804060021,Adi Luhur
18.07.03.2019,1804060022,Tanjung Sari
18.07.03.2021,1804060023,Sambirejo
18.07.19.2007,1804061001,Sumur Kucing
18.07.19.2006,1804061002,Labuhan Ratu
18.07.19.2005,1804061003,Kedung Ringin
18.07.19.2004,1804061004,Rejo Mulyo
18.07.19.2003,1804061005,Purworejo
18.07.19.2002,1804061006,Mulyo Sari
18.07.19.2001,1804061007,Pasir Sakti
18.07.19.2008,1804061008,Mekar Sari
18.07.20.2007,1804062001,Marga Batin
18.07.20.2004,1804062002,Sidorahayu
18.07.20.2002,1804062003,Ngesti Karya
18.07.20.2009,1804062004,Sumber Jaya
18.07.20.2001,1804062005,Sumberejo
18.07.20.2008,1804062006,Mekar Karya
18.07.20.2006,1804062007,Tanjung Wangi
18.07.20.2003,1804062008,Tri Tunggal
18.07.20.2005,1804062009,Jembrana
18.07.20.2010,1804062010,Karang Anom
18.07.20.2011,1804062011,Karya Basuki
18.07.24.2001,1804063001,Bungkuk
18.07.24.2005,1804063002,Giri Mulyo
18.07.24.2006,1804063003,Gunung Mas
18.07.24.2002,1804063004,Batu Badak
18.07.24.2003,1804063005,Peniangan
18.07.24.2007,1804063006,Purwosari
18.07.24.2004,1804063007,Gunung Raya
18.07.24.2008,1804063008,Bukit Raya
18.07.02.2006,1804070005,Karya Tani
18.07.02.2005,1804070006,Karya Makmur
18.07.02.2004,1804070007,Bandar Negeri
18.07.02.2011,1804070015,Maringgai
18.07.02.2002,1804070016,Muara Gading Mas
18.07.02.2001,1804070017,Labuhan Maringgai
18.07.02.2009,1804070031,Srigading
18.07.02.2003,1804070032,Sriminosari
18.07.02.2007,1804070033,Margasari
18.07.02.2008,1804070034,Sukorahayu
18.07.02.2010,1804070035,Karang Anyar
18.07.16.2005,1804071001,Tulung Pasik
18.07.16.2006,1804071002,Mandala Sari
18.07.16.2007,1804071003,Kebon Damar
18.07.16.2001,1804071004,Mataram Baru
18.07.16.2002,1804071005,Rajabasa Baru
18.07.16.2003,1804071006,Teluk Dalem
18.07.16.2004,1804071007,Way Areng
18.07.15.2005,1804072001,Waringin Jaya
18.07.15.2001,1804072002,Sribhawono
18.07.15.2003,1804072003,Srimenanti
18.07.15.2004,1804072004,Sripendowo
18.07.15.2006,1804072005,Bandar Agung
18.07.15.2002,1804072006,Sadar Sriwijaya
18.07.15.2007,1804072007,Mekar Jaya
18.07.17.2004,1804073001,Sido Makmur
18.07.17.2002,1804073002,Tanjung Aji
18.07.17.2003,1804073003,Tebing
18.07.17.2001,1804073004,Wana
18.07.17.2006,1804073005,Sumber Hadi
18.07.17.2005,1804073006,Itik Renday
18.07.18.2001,1804074001,Negeri Agung
18.07.18.2002,1804074002,Pempen
18.07.18.2004,1804074003,Pelindung Jaya
18.07.18.2003,1804074004,Way Mili
18.07.18.2005,1804074005,Nibung
18.07.07.2002,1804080001,Braja Fajar
18.07.07.2003,1804080002,Braja Emas
18.07.07.2005,1804080007,Braja Caka
18.07.07.2004,1804080008,Braja Dewa
18.07.07.2006,1804080009,Sri Wangi
18.07.07.2007,1804080010,Jepara
18.07.07.2009,1804080011,Sumberejo
18.07.07.2008,1804080012,Sri Rejosari
18.07.07.2010,1804080013,Labuhan Ratu Ii
18.07.07.2013,1804080014,Sumur Bandung
18.07.07.2012,1804080018,Labuhan Ratu I
18.07.07.2001,1804080019,Braja Sakti
18.07.07.2011,1804080022,Braja Asri
18.07.07.2014,1804080023,Sumber Marga
18.07.07.2015,1804080024,Labuhan Ratu Danau
18.07.07.2016,1804080025,Labuhan Ratu Baru
18.07.22.2002,1804081001,Braja Gemilang
18.07.22.2006,1804081002,Braja Luhur
18.07.22.2005,1804081003,Braja Kencana
18.07.22.2001,1804081004,Braja Harjosari
18.07.22.2003,1804081005,Braja Indah
18.07.22.2004,1804081006,Braja Yekti
18.07.22.2007,1804081007,Braja Mulya
18.07.21.2003,1804082001,Labuhan Ratu Iv
18.07.21.2004,1804082002,Labuhan Ratu V
18.07.21.2002,1804082003,Labuhan Ratu Iii
18.07.21.2009,1804082004,Labuhan Ratu Vii
18.07.21.2001,1804082005,Labuhan Ratu
18.07.21.2005,1804082006,Labuhan Ratu Vi
18.07.21.2006,1804082007,Rajabasa Lama
18.07.21.2007,1804082008,Rajabasa Lama I
18.07.21.2008,1804082009,Rajabasa Lama Ii
18.07.21.2010,1804082010,Labuhan Ratu Viii
18.07.21.2011,1804082011,Labuhan Ratu Ix
18.07.01.2004,1804090005,Rajabasa Batanghari
18.07.01.2001,1804090011,Sukadana
18.07.01.2016,1804090012,Putra Aji Ii
18.07.01.2002,1804090013,Pakuan Aji
18.07.01.2003,1804090014,Bumi Nabung Udik
18.07.01.2014,1804090015,Sukadana Timur
18.07.01.2009,1804090016,Surabaya Udik
18.07.01.2015,1804090017,Rantau Jaya Udik Ii
18.07.01.2011,1804090018,Muara Jaya
18.07.01.2010,1804090019,Rantau Jaya Udik
18.07.01.2008,1804090020,Pasar Sukadana
18.07.01.2007,1804090021,Mataram Marga
18.07.01.2006,1804090022,Terbangi Marga
18.07.01.2012,1804090023,Sukadana Ilir
18.07.01.2005,1804090024,Negara Nabung
18.07.01.2013,1804090025,Bumi Ayu
18.07.01.2017,1804090026,Putra Aji I
18.07.01.2018,1804090027,Sukadana Selatan
18.07.01.2020,1804090028,Sukadana Tengah
18.07.01.2019,1804090029,Sukadana Jaya
18.07.14.2005,1804091001,Marga Mulya
18.07.14.2001,1804091002,Donomulyo
18.07.14.2002,1804091003,Nyampir
18.07.14.2003,1804091004,Bumi Tinggi
18.07.14.2004,1804091005,Lehan
18.07.14.2006,1804091006,Catur Swako
18.07.14.2007,1804091007,Mulyo Asri
18.07.13.2011,1804092001,Gunung Tiga
18.07.13.2013,1804092002,Sukacari
18.07.13.2012,1804092003,Negara Ratu
18.07.13.2010,1804092004,Bumi Jawa
18.07.13.2009,1804092005,Gedung Dalem
18.07.13.2001,1804092006,Sukaraja Nuban
18.07.13.2007,1804092007,Trisnomulyo
18.07.13.2008,1804092008,Cempaka Nuban
18.07.13.2006,1804092009,Kedaton Ii
18.07.13.2004,1804092010,Kedaton
18.07.13.2005,1804092011,Kedaton I
18.07.13.2003,1804092012,Tulung Balak
18.07.13.2002,1804092013,Purwosari
18.07.04.2002,1804100001,Adirejo
18.07.04.2003,1804100002,Sidodadi
18.07.04.2004,1804100003,Gondangrejo
18.07.04.2005,1804100004,Siraman
18.07.04.2001,1804100005,Pekalongan
18.07.04.2006,1804100006,Tulusrejo
18.07.04.2007,1804100007,Jojog
18.07.04.2008,1804100008,Ganti Warno
18.07.04.2009,1804100009,Kalibening
18.07.04.2010,1804100010,Wonosari
18.07.04.2012,1804100011,Adijaya
18.07.04.2011,1804100012,Gantimulyo
18.07.09.2002,1804110001,Raman Aji
18.07.09.2003,1804110002,Rukti Sedyo
18.07.09.2004,1804110003,Ratna Daya
18.07.09.2001,1804110004,Kota Raman
18.07.09.2005,1804110005,Rejo Binangun
18.07.09.2006,1804110006,Rantau Fajar
18.07.09.2007,1804110007,Raman Endra
18.07.09.2008,1804110008,Raman Fajar
18.07.09.2009,1804110009,Restu Rahayu
18.07.09.2010,1804110010,Rejo Katon
18.07.09.2011,1804110011,Rama Puja
18.07.08.2002,1804120001,Taman Asri
18.07.08.2003,1804120002,Taman Bogo
18.07.08.2004,1804120003,Tambah Dadi
18.07.08.2005,1804120004,Taman Cari
18.07.08.2006,1804120005,Taman Endah
18.07.08.2001,1804120006,Taman Fajar
18.07.08.2007,1804120007,Tegal Gondo
18.07.08.2008,1804120008,Toto Harjo
18.07.08.2011,1804120009,Tambah Luhur
18.07.08.2009,1804120010,Tanjung Inten
18.07.08.2010,1804120011,Tegal Yoso
18.07.08.2012,1804120012,Tanjung Kesuma
18.07.23.2004,1804121001,Toto Mulyo
18.07.23.2007,1804121002,Tegal Ombo
18.07.23.2005,1804121003,Toto Projo
18.07.23.2006,1804121004,Taman Negeri
18.07.23.2002,1804121005,Tanjung Qencono
18.07.23.2001,1804121006,Tambah Subur
18.07.23.2003,1804121007,Tanjung Tirto
18.07.23.2008,1804121008,Kali Pasir
18.02.03.2001,1805010006,Purwosari
18.02.03.2019,1805010008,Mojokerto
18.02.03.2002,1805010009,Sendang Ayu
18.02.03.2004,1805010010,Surabaya
18.02.03.2003,1805010011,Bandar Sari
18.02.03.2009,1805010012,Sri Agung
18.02.03.2006,1805010013,Kota Baru
18.02.03.2005,1805010014,Margorejo
18.02.03.2007,1805010015,Karang Tanjung
18.02.03.2008,1805010028,Kuripan
18.02.03.2010,1805010029,Haduyang Ratu
18.02.03.2011,1805010030,Padang Ratu
18.02.03.2018,1805010051,Karang Sari
18.02.03.2020,1805010061,Sumber Sari
18.02.03.2021,1805010062,Purworejo
18.02.20.2011,1805011001,Marga Jaya
18.02.20.2002,1805011002,Lingga Pura
18.02.20.2001,1805011003,Nyukang Harjo
18.02.20.2003,1805011004,Sido Harjo
18.02.20.2004,1805011005,Taman Sari
18.02.20.2006,1805011006,Negeri Katon
18.02.20.2005,1805011007,Karang Anyar
18.02.20.2010,1805011008,Gilih Karang Jati
18.02.20.2007,1805011009,Gedung Harta
18.02.20.2009,1805011010,Negeri Agung
18.02.20.2008,1805011011,Tanjung Ratu
18.02.20.2012,1805011012,Gedung Aji
18.02.20.2013,1805011013,Negeri Jaya
18.02.20.2014,1805011014,Mekar Harjo
18.02.19.2001,1805012001,Kota Batu
18.02.19.2016,1805012002,Tawang Negeri
18.02.19.2014,1805012003,Payung Makmur
18.02.19.2013,1805012004,Payung Dadi
18.02.19.2007,1805012005,Payung Rejo
18.02.19.2015,1805012006,Tanjung Rejo
18.02.19.2002,1805012007,Sangun Ratu
18.02.19.2003,1805012008,Gunung Raya
18.02.19.2004,1805012009,Gunung Haji
18.02.19.2005,1805012010,Negeri Ratu
18.02.19.2006,1805012011,Tanjung Kemala
18.02.19.2009,1805012012,Negeri Kepayungan
18.02.19.2008,1805012013,Payung Batu
18.02.19.2010,1805012014,Segala Mider
18.02.19.2011,1805012015,Tias Bangun
18.02.19.2017,1805012016,Sinar Negeri
18.02.19.2012,1805012017,Riau Priangan
18.02.19.2018,1805012018,Pekandangan
18.02.19.2019,1805012019,Payung Mulya
18.02.19.2020,1805012020,Padang Rejo
18.02.21.2001,1805013001,Srikaton
18.02.21.2002,1805013002,Jaya Sakti
18.02.21.2011,1805013003,Bumi Jaya
18.02.21.2012,1805013004,Mulyo Haji
18.02.21.2003,1805013005,Haji Pemanggilan
18.02.21.2004,1805013006,Negara Bumi Ilir
18.02.21.2005,1805013007,Bumi Aji
18.02.21.2006,1805013008,Negara Aji Tua
18.02.21.2007,1805013009,Negara Bumi Udik
18.02.21.2008,1805013010,Negara Aji Baru
18.02.21.2009,1805013011,Gunung Agung
18.02.21.2010,1805013012,Tanjung Harapan
18.02.27.2003,1805014001,Gedung Ratu
18.02.27.2002,1805014002,Srimulyo
18.02.27.2001,1805014003,Gedung Sari
18.02.27.2004,1805014004,Bandar Putih Tua
18.02.27.2006,1805014005,Sukajaya
18.02.27.2005,1805014006,Karang Jawa
18.02.01.2001,1805020002,Sri Way Langsep
18.02.01.2002,1805020003,Wayakrui
18.02.01.2003,1805020004,Kalirejo
18.02.01.2004,1805020005,Balai Rejo
18.02.01.2006,1805020006,Sri Basuki
18.02.01.2007,1805020007,Kaliwungu
18.02.01.2008,1805020008,Kali Dadi
18.02.01.2009,1805020017,Sri Mulyo
18.02.01.2010,1805020018,Sri Dadi
18.02.01.2011,1805020019,Suko Sari
18.02.01.2005,1805020020,Watu Agung
18.02.01.2012,1805020021,Sinar Sari
18.02.01.2013,1805020022,Ponco Warno
18.02.01.2014,1805020023,Sri Purnomo
18.02.01.2016,1805020024,Agung Timur
18.02.01.2015,1805020025,Sinar Rejo
18.02.01.2017,1805020026,Kalisari
18.02.22.2001,1805021001,Sendang Mulyo
18.02.22.2002,1805021002,Sendang Rejo
18.02.22.2006,1805021003,Sendang Agung
18.02.22.2004,1805021004,Sendang Retno
18.02.22.2003,1805021005,Sendang Baru
18.02.22.2005,1805021006,Sendang Asih
18.02.22.2007,1805021007,Sendang Asri
18.02.22.2008,1805021008,Sendang Mukti
18.02.22.2009,1805021009,Kutowinangun
18.02.02.2001,1805030001,Purwodadi
18.02.02.2002,1805030002,Sido Dadi
18.02.02.2003,1805030003,Sido Rejo
18.02.02.2004,1805030004,Cimarias
18.02.02.2005,1805030005,Bangun Rejo
18.02.02.2006,1805030006,Sido Luhur
18.02.02.2007,1805030007,Sido Mulyo
18.02.02.2008,1805030008,Timbul Rejo
18.02.02.2015,1805030009,Sukowaringin
18.02.02.2009,1805030010,Suka Negara
18.02.02.2014,1805030011,Sri Pendowo
18.02.02.2010,1805030012,Sinar Seputih
18.02.02.2011,1805030013,Sinar Luas
18.02.02.2013,1805030014,Tanjung Jaya
18.02.02.2012,1805030015,Tanjung Pandan
18.02.02.2016,1805030016,Mekar Jaya
18.02.02.2017,1805030017,Suka Negeri
18.02.04.2001,1805040017,Terbanggi Subing
18.02.04.2012,1805040018,Wono Sari
18.02.04.2002,1805040019,Terbanggi Agung
18.02.04.1006,1805040020,Gunung S. Raya
18.02.04.1007,1805040021,Komering Agung
18.02.04.2004,1805040022,Komering Putih
18.02.04.2003,1805040023,Fajar Bulan
18.02.04.1008,1805040024,Seputih Jaya
18.02.04.2014,1805040025,Gunung Sari
18.02.04.1005,1805040026,Gunung Sugih
18.02.04.2009,1805040027,Buyut Udik
18.02.04.2013,1805040028,Putra Buyut
18.02.04.2010,1805040029,Buyut Ilir
18.02.04.2015,1805040030,Buyut Utara
18.02.04.2011,1805040031,Bangun Rejo
18.02.15.2006,1805041001,Kedatuan
18.02.15.2005,1805041002,Binjai Ngagung
18.02.15.2001,1805041003,Rengas
18.02.15.2002,1805041004,Kesuma Dadi
18.02.15.2007,1805041005,Goras Jaya
18.02.15.2003,1805041006,Sinar Banten
18.02.15.2004,1805041007,Kesuma Jaya
18.02.15.2008,1805041008,Bangun Sari
18.02.14.2001,1805042001,Suka Jawa
18.02.14.2002,1805042002,Sidokerto
18.02.14.2003,1805042003,Suka Jadi
18.02.14.2005,1805042004,Wates
18.02.14.2006,1805042005,Bumi Ratu
18.02.14.2004,1805042006,Bumi Raharjo
18.02.14.2008,1805042007,Bumi Rahayu
18.02.14.2009,1805042008,Sido Waras
18.02.14.2007,1805042009,Bulu Sari
18.02.14.2010,1805042010,Tulung Kakan
18.02.05.1003,1805050001,Adi Puro
18.02.05.2002,1805050002,Liman Benawi
18.02.05.2001,1805050003,Depok Rejo
18.02.05.2008,1805050004,Tempuran
18.02.05.1007,1805050005,Simbar Waringin
18.02.05.1004,1805050006,Trimurjo
18.02.05.2005,1805050007,Noto Harjo
18.02.05.2012,1805050008,Untoro
18.02.05.2009,1805050009,Purwo Adi
18.02.05.2006,1805050010,Purwodadi
18.02.05.2010,1805050011,Pujo Dadi
18.02.05.2011,1805050012,Pujo Kerto
18.02.05.2014,1805050013,Pujo Basuki
18.02.05.2013,1805050014,Pujo Asri
18.02.06.2001,1805060001,Nunggal Rejo
18.02.06.2002,1805060002,Badran Sari
18.02.06.2003,1805060003,Sri Sawahan
18.02.06.2004,1805060007,Toto Katon
18.02.06.2005,1805060008,Tanggul Angin
18.02.06.2006,1805060009,Ngesti Rahayu
18.02.06.2007,1805060010,Mojopahit
18.02.06.2008,1805060011,Asto Mulyo
18.02.06.2009,1805060012,Sido Mulyo
18.02.23.2001,1805061001,Sritejo Kencono
18.02.23.2002,1805061002,Sapto Mulyo
18.02.23.2003,1805061003,Nambah Rejo
18.02.23.2004,1805061004,Sumber Rejo
18.02.23.2005,1805061005,Purworejo
18.02.23.2006,1805061006,Kota Gajah
18.02.23.2007,1805061007,Kota Gajah Timur
18.02.08.2001,1805070001,Rejo Basuki
18.02.08.2002,1805070002,Rejo Asri
18.02.08.2003,1805070003,Rukti Endah
18.02.08.2009,1805070004,Rama Gunawan
18.02.08.2004,1805070005,Rama Dewa
18.02.08.2005,1805070006,Ratna Chaton
18.02.08.2006,1805070007,Rama Yana
18.02.08.2007,1805070008,Rama Indra
18.02.08.2008,1805070009,Rukti Harjo
18.02.08.2012,1805070010,Rama Murti
18.02.08.2010,1805070011,Rama Oetama
18.02.08.2011,1805070012,Rama Nirwana
18.02.08.2014,1805070013,Buyut Baru
18.02.08.2013,1805070014,Rama Klandungan
18.02.07.2001,1805080006,Adi Jaya
18.02.07.1004,1805080008,Yukum Jaya
18.02.07.2005,1805080009,Indra Putra Subing
18.02.07.2006,1805080010,Karang Endah
18.02.07.2007,1805080011,Nambah Dadi
18.02.07.2008,1805080012,Ono Harjo
18.02.07.2009,1805080013,Terbanggi Besar
18.02.07.2010,1805080014,Poncowati
18.02.07.1002,1805080015,Bandar Jaya Timur
18.02.07.1003,1805080016,Bandar Jaya Barat
18.02.16.2001,1805081001,Harapan Rejo
18.02.16.2002,1805081002,Endang Rejo
18.02.16.2003,1805081003,Dono Arum
18.02.16.2004,1805081004,Simpang Agung
18.02.16.2005,1805081005,Bumi Kencana
18.02.16.2006,1805081006,Gayau Sakti
18.02.16.2007,1805081007,Fajar Asri
18.02.16.2009,1805081008,Sulusuban
18.02.16.2008,1805081009,Muji Rahayu
18.02.16.2010,1805081010,Bumi Mas
18.02.17.2003,1805082001,Banjar Ratu
18.02.17.2002,1805082002,Candi Rejo
18.02.17.2006,1805082003,Purnama Tunggal
18.02.17.2001,1805082004,Tanjung Ratu Ilir
18.02.17.2004,1805082005,Banjar Kerta Rahayu
18.02.17.2005,1805082006,Lempuyang Bandar
18.02.17.2007,1805082007,Banjar Rejo
18.02.17.2008,1805082008,Putra Lempuyang
18.02.13.2004,1805090001,Gunung Agung
18.02.13.2005,1805090002,Bandar Agung
18.02.13.2006,1805090003,Bandar Sakti
18.02.13.2007,1805090004,Tanjung Anom
18.02.13.2003,1805090005,Gunung Batin Baru
18.02.13.2001,1805090006,Gunung Batin Udik
18.02.13.2002,1805090007,Gunung Batin Ilir
18.02.11.2001,1805100001,Fajar Mataram
18.02.11.2003,1805100002,Qurnia Mataram
18.02.11.2002,1805100003,Rejosari Mataram
18.02.11.2006,1805100004,Sumber Agung Mataram
18.02.11.2005,1805100005,Utama Jaya Mataram
18.02.11.2004,1805100006,Trimulyo Mataram
18.02.11.2008,1805100007,Wirata Agung Mataram
18.02.11.2007,1805100008,Varia Agung Mataram
18.02.11.2011,1805100009,Subing Karya
18.02.11.2010,1805100010,Bumi Setia Mataram
18.02.11.2009,1805100011,Dharma Agung Mataram
18.02.11.2012,1805100013,Banjar Agung Mataram
18.02.18.2002,1805101001,Uman Agung Mataram
18.02.18.2001,1805101002,Sriwijaya Mataram
18.02.18.2005,1805101003,Sendang Agung Mataram
18.02.18.2004,1805101004,Jatidatar Mataram
18.02.18.2007,1805101005,Terbanggi Mulya
18.02.18.2003,1805101006,Terbanggi Ilir
18.02.18.2006,1805101007,Mataram Udik
18.02.18.2008,1805101008,Mataram Jaya
18.02.18.2009,1805101012,Sumber Rejeki Mataram
18.02.10.2001,1805110001,Sumber Bahagia
18.02.10.2003,1805110002,Setia Bumi
18.02.10.2005,1805110003,Siswo Binangun
